account_open_date,age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,earliest_credit_account,recent_trade_activity,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,derived_account_age,derived_credit_history_length,derived_recency_of_activity,derived_delinquent_to_credit_ratio,derived_default_to_credit_ratio,derived_balance_stability,derived_high_application_frequency,derived_behavioral_risk_flag,derived_income_to_balance_ratio,derived_debt_income_balance_ratio,derived_fico_with_delinquency,derived_late_payment_risk,derived_new_account_risk,derived_log_debt_to_income_ratio,derived_log_max_balance,derived_log_avg_balance,derived_fico_binned,derived_standardized_dti_ratio,derived_high_risk_indicator,derived_combined_behavior_flag
2022-11-15,20,Atlanta,Banker,7689,587.0,0,False,1,0.8562352228345301,False,90889.84010486735,60785.54117772129,2.0,1,2020-11-02,2024-07-18,1,False,False,False,False,False,2,4,140,1.0,0.5,0.6687752154957375,0,0,0.12649181629729042,6.768104212668881,587.0,0.0,0.2,0.6185503627746429,11.41741450616469,11.015123681241496,Fair,-0.9027215711024797,0,0
2019-12-09,44,Atlanta,Consultant,16867,549.0,75,False,1,0.8503825013658368,False,18805.59498,15503.314141796953,2.0,1,2021-11-17,2024-03-10,1,False,True,False,False,False,4,3,270,1.0,0.5,0.8243551880754626,0,1,1.087890753872787,0.7815832973299528,7.223684210526316,40.53216021262614,0.25,0.6153923752138952,9.841962884111737,9.648873595909084,Low,-0.911220082319505,0,1
2023-10-09,46,Chicago,Consultant,14121,720.0,0,False,1,0.8363210533721992,True,23938.53651015097,19430.10112863596,0.0,0,2015-10-21,2024-10-02,3,True,False,False,True,True,1,9,64,0.0,0.0,0.8116323020872649,0,1,0.7267215535814195,1.1506728964048423,720.0,0.0,0.3,0.6077641425822118,10.083286618446309,9.874630212337301,Good,-0.9316381688696286,1,1
2023-11-11,49,Boston,Other,3747,637.0,0,True,1,0.8153492409738821,False,49941.36423723818,37489.53718909351,0.0,0,2023-12-04,2024-04-06,3,False,False,True,False,True,1,1,243,0.0,0.0,0.7506560364465175,0,1,0.09994522033922873,8.155567153572443,637.0,0.0,1.5,0.5962778684759574,10.818624904267818,10.531843838490824,Fair,-0.9620905291710388,0,1
2020-12-04,67,New York,Banker,8763,536.0,0,False,1,1.8844494450814275,False,100868.85761697665,77599.57795688332,1.0,0,2018-05-07,2024-03-20,2,False,False,True,False,False,4,6,260,0.5,0.0,0.7693039307296804,0,1,0.11292441668242376,16.68558667496597,536.0,0.0,0.2857142857142857,1.0593340481550566,11.521586426498134,11.259330154041555,Low,0.5903086624413486,0,1
2023-09-15,68,Chicago,Accountant,54943,536.0,0,False,1,0.9656933872542868,False,69598.16966,52065.86501855064,0.0,1,2017-02-04,2023-11-29,2,False,False,False,False,False,1,7,372,0.0,0.5,0.7480816979986746,0,0,1.0552392578355665,0.9151074102738906,536.0,0.0,0.25,0.6758450519093586,11.150507916078933,10.860284037287594,Low,-0.7437815902590071,0,0
2022-10-02,36,Chicago,Banker,5973,456.0,100,True,2,3.1104400213289853,False,2378.3037419668944,1222.6422355624852,4.0,2,2021-01-08,2024-04-26,4,True,False,False,False,False,2,3,223,1.3333333333333333,0.6666666666666666,0.5138655540262236,0,0,4.881328730251228,0.6365844227085193,4.514851485148514,24.32829562798682,1.0,1.413530083928112,7.774563178473708,7.109587129139751,Low,2.370522315173623,0,0
2020-10-13,38,Seattle,Teacher,58561,638.0,0,False,1,0.9621039832680408,False,59532.46558,44060.13707804027,0.0,0,2015-09-07,2024-07-03,4,True,False,False,False,True,4,9,155,0.0,0.0,0.7400902441809482,0,0,1.329085082309107,0.7238556296936314,638.0,0.0,0.4,0.6740173583463589,10.994293880142537,10.693333427514027,Fair,-0.7489936254126904,0,0
2021-10-13,22,San Francisco,Other,2545,674.0,0,False,1,0.8861880468925211,False,50359.20572038813,39747.54615833953,0.0,0,2019-12-24,2024-09-02,0,False,False,True,False,False,3,4,94,0.0,0.0,0.7892649680389986,0,1,0.06402749901498073,13.834956912344554,674.0,0.0,0.0,0.6345578859707428,10.826956573145733,10.590328544780641,Good,-0.8592282299961155,0,1
2021-08-21,35,Los Angeles,Teacher,42077,659.0,0,False,1,0.8801610263963702,False,70393.68751630245,53286.506744303806,0.0,0,2023-12-18,2024-10-05,0,False,False,False,False,False,3,0,61,0.0,0.0,0.7569677290202244,0,0,0.7896222317531837,1.1146134908775023,659.0,0.0,0.0,0.6313574255124005,11.16187307788262,10.883457187637921,Fair,-0.8679798341115279,0,0
2021-10-18,45,Boston,Accountant,30383,645.0,0,False,1,0.9982402671144052,False,72035.62401007442,56149.28280070731,0.0,0,2023-04-27,2023-12-14,0,False,False,False,True,True,3,1,357,0.0,0.0,0.7794546672933307,0,1,0.5411014599487871,1.844736540984082,645.0,0.0,0.0,0.6922669268074654,11.184929935477676,10.935786996675853,Fair,-0.6965215207255523,1,1
2022-10-06,59,Los Angeles,Other,4456,460.0,107,True,4,2.181655232408574,True,1068.969074148576,547.2052008938998,3.0,2,2017-09-24,2023-11-19,4,False,True,True,True,False,2,7,382,0.6,0.4,0.5114215112519362,0,3,8.128343169189339,0.26785126536490045,4.2592592592592595,33.630293725759515,0.5,1.1574015747080384,6.97538502437338,6.306649671043492,Low,1.0218697286693115,0,3
2021-06-17,39,Dallas,Banker,8941,613.0,99,True,1,3.0078577201700822,False,18881.579874477608,8131.887115045352,4.0,1,2023-09-07,2024-06-15,3,True,False,False,False,True,3,1,173,2.0,0.5,0.43065551259956336,0,0,1.0993635929680725,2.7353566806688416,6.13,24.701475679081422,1.5,1.3882568641929003,9.845995076258234,9.0036712582039,Fair,2.2215665103005375,0,0
2022-01-17,38,Boston,Accountant,58868,712.0,0,False,1,1.6598401275061072,False,84262.33709007042,65055.45506465401,0.0,0,2016-12-18,2024-08-16,0,False,False,True,False,False,2,7,111,0.0,0.0,0.772049355167541,0,1,0.9048756182840914,1.834270241204762,712.0,0.0,0.0,0.9782660185460705,11.341702139425601,11.083010711371852,Good,0.264162131280962,0,1
2023-01-19,23,New York,Artist,17710,527.0,49,True,3,2.274917696658168,False,45608.87795130899,35476.53962,2.0,1,2020-05-17,2024-04-15,2,False,True,True,False,False,1,4,234,0.5,0.25,0.7778257959355455,0,2,0.4991890697520698,4.556840821959948,10.54,14.96220807319866,0.4,1.1862927379800325,10.727879593782609,10.476655088472215,Low,1.157292557654465,0,2
2020-05-22,18,Chicago,Other,3559,737.0,0,False,1,1.828604999669798,False,44378.15299127591,28040.69662268601,0.0,0,2019-12-05,2024-08-17,0,False,False,False,False,False,4,5,110,0.0,0.0,0.6318438891386294,0,0,0.12691814079183547,14.403190460243723,737.0,0.0,0.0,1.039783657144876,10.700525110934379,10.241447846546498,Good,0.5092190961126015,0,0
2022-06-03,22,Miami,Accountant,30097,666.0,11,False,1,0.7749299338449898,True,90745.14192544458,69506.50553372446,0.0,0,2024-08-10,2023-12-25,0,False,False,True,False,False,2,0,346,0.0,0.0,0.765944469472099,0,1,0.4330035982286429,1.7895764414594162,55.5,6.197427735173159,0.0,0.573760948258118,11.415821238005144,11.149190019013027,Fair,-1.020781846852345,0,1
2021-01-15,58,Chicago,Other,9022,591.0,0,False,1,2.1463154939961604,False,32012.104332342424,21544.753813453182,1.0,0,2020-06-07,2024-07-21,2,False,False,False,False,False,3,4,137,0.5,0.0,0.6729979570174579,0,0,0.41873679974783046,5.12488517390529,591.0,0.0,0.4,1.1462320837771196,10.37390060834107,9.977934037298317,Fair,0.9705542568992723,0,0
2022-11-28,29,Miami,Doctor,40429,518.0,101,True,5,1.1041114988773384,True,24502.98614812364,9904.138449687507,0.0,1,2018-07-16,2024-05-18,3,False,True,False,False,True,2,6,201,0.0,0.16666666666666666,0.40418478813276276,0,1,4.081618869373348,0.27047423073888577,5.078431372549019,48.00125851405174,0.42857142857142855,0.7438932872343371,10.106591083222035,9.20080893679241,Low,-0.5427899865135805,0,1
2023-04-05,43,Boston,Consultant,16355,553.0,0,False,1,0.8657733373205769,False,94979.81872,61091.20163941756,1.0,0,2020-04-22,2024-04-03,1,True,False,False,True,False,1,4,246,0.5,0.0,0.6431951467960305,0,1,0.2677101096557555,3.233745018603744,553.0,0.0,0.2,0.6236756252296134,11.461430241985944,11.020139504271178,Low,-0.8888716427601633,0,1
2024-06-20,63,Miami,Banker,8745,603.0,0,False,1,1.1938961840651916,False,86185.01212812398,72884.87901070584,0.0,0,2021-05-22,2023-12-05,0,False,False,False,False,False,0,3,366,0.0,0.0,0.8456694678291333,0,0,0.11998208869396348,9.949345864044693,603.0,0.0,0.0,0.7856790426228321,11.364263171188666,11.196650195676945,Fair,-0.4124171064324772,0,0
2023-10-07,51,San Francisco,Doctor,82452,629.0,0,False,1,1.213239788808181,False,36509.59185613636,23216.44049632467,0.0,0,2020-05-26,2024-01-19,0,False,False,False,False,False,1,4,321,0.0,0.0,0.6358823375913768,0,0,3.5512958464587077,0.3416141239814033,629.0,0.0,0.0,0.7944574098343915,10.505357685313587,10.052659020766495,Fair,-0.38432900369850237,0,0
2022-01-31,66,Seattle,Accountant,39513,422.0,0,False,1,1.2449672687068885,False,20268.09999526397,14490.405832585977,3.0,1,2019-08-02,2023-11-01,3,True,True,False,False,False,2,5,400,1.5,0.5,0.7149012948760316,0,1,2.72665057182716,0.4565490958103186,422.0,0.0,0.5,0.8086909414473494,9.916852837634645,9.581311051490907,Low,-0.3382587532604086,0,1
2024-01-11,31,Atlanta,Teacher,37828,636.0,0,False,1,1.445726768662782,False,54672.25633806801,39362.57557451759,0.0,0,2019-10-27,2024-05-28,0,False,False,False,False,False,0,5,191,0.0,0.0,0.7199603281560922,0,0,0.9609899367091118,1.504336069988418,636.0,0.0,0.0,0.8943423256545724,10.909129953643067,10.580596189888745,Fair,-0.04674362283332185,0,0
2022-06-03,43,Los Angeles,Retail Worker,14535,418.0,101,True,4,1.2496501645571685,True,21893.0869287684,9467.196157679804,3.0,1,2022-02-24,2024-10-20,4,True,True,False,False,False,2,2,46,0.6,0.2,0.4324088137806786,0,1,1.535139297701435,0.81388850002336,4.098039215686274,44.89586940726906,1.3333333333333333,0.8107747217086482,9.993971876094568,9.155693688382907,Low,-0.331458900726054,0,1
2020-06-23,62,San Francisco,Banker,8569,741.0,0,False,1,2.019203759192832,False,34432.49369,22991.714622469302,0.0,0,2023-09-15,2024-07-31,0,False,False,False,False,False,4,1,127,0.0,0.0,0.6677136752215892,0,0,0.3726832668825484,5.417147794163222,741.0,0.0,0.0,1.1049931407270386,10.44678502344717,10.04293268918884,Very Good,0.7859802070627937,0,0
2023-10-10,44,Dallas,Retail Worker,3000,597.0,0,False,1,0.6340059857240504,False,88143.74971671432,60886.69288706796,2.0,1,2020-02-04,2024-05-28,3,False,False,False,False,False,1,4,191,1.0,0.5,0.690758021127178,0,0,0.049271040792501025,12.863221506612147,597.0,0.0,0.6,0.4910346596649145,11.386735625266205,11.016786346035348,Fair,-1.225412079174109,0,0
2023-08-08,26,Atlanta,Doctor,51261,596.0,0,False,1,1.200520902481893,False,28959.241301356127,16693.147764598813,2.0,0,2018-03-01,2023-12-07,1,False,False,False,False,False,1,6,364,1.0,0.0,0.5764160453945223,0,0,3.0705969973922707,0.39094207833521444,596.0,0.0,0.14285714285714285,0.7886941061931707,10.273679178694088,9.722813503731208,Fair,-0.4027976082084244,0,0
2020-06-22,43,San Francisco,Retail Worker,71500,631.0,0,False,1,0.8830907469113227,False,67396.20709781567,54858.4306,0.0,0,2020-06-06,2024-09-10,4,False,False,False,False,True,4,4,86,0.0,0.0,0.8139570311924387,0,0,1.3033310630096113,0.6775425861587525,631.0,0.0,0.8,0.6329144412441722,11.118358858323964,10.912529385290812,Fair,-0.86372569989512,0,0
2021-03-08,74,Boston,Teacher,32736,681.0,0,False,1,1.3647216255314905,False,46220.31806425051,34678.40714925612,0.0,0,2022-12-20,2023-12-13,0,False,False,False,False,False,3,1,358,0.0,0.0,0.750268676913345,0,0,0.9439607735826647,1.4456539137848816,681.0,0.0,0.0,0.860660309109666,10.741196400605896,10.45390133585955,Good,-0.16436806835331602,0,0
2023-10-25,64,Dallas,Retail Worker,9502,578.0,0,False,1,1.866537978,False,84975.39869307812,62202.72923,0.0,1,2018-02-27,2024-07-07,2,False,False,True,False,False,1,6,151,0.0,0.5,0.7320000633901518,0,1,0.15275611474781672,12.217589860364694,578.0,0.0,0.2857142857142857,1.0531050221883547,11.350128834482728,11.03817023239625,Low,0.5643001115955357,0,1
2020-05-11,74,New York,Banker,5036,692.0,28,False,1,1.2513205797699891,False,94063.03975760868,58411.59408125625,0.0,0,2015-10-27,2024-06-10,0,True,True,False,False,False,4,9,178,0.0,0.0,0.620976881619965,0,1,0.08621428442288577,14.510944961494308,23.862068965517242,12.437144781424545,0.0,0.8115169683858193,11.45173110330746,10.975286797643058,Good,-0.32903335519152244,0,1
2022-02-18,39,Seattle,Other,6510,791.0,0,False,1,1.2719754424451557,True,54225.893793308445,37144.43141926993,0.0,0,2022-01-19,2024-01-04,0,False,False,False,False,False,2,2,336,0.0,0.0,0.6849817280858805,0,0,0.17525708414905655,7.256459006128032,791.0,0.0,0.0,0.8206496920175476,10.900932259811979,10.522596065982585,Very Good,-0.2990412253644029,0,0
2019-10-29,64,Los Angeles,Banker,9050,667.0,0,False,1,1.3182034562935263,False,62648.34421794796,36585.38295722497,0.0,0,2018-08-26,2023-11-22,0,True,False,False,False,False,5,6,379,0.0,0.0,0.5839707248961735,0,0,0.24735978985899817,5.3283591055172055,667.0,0.0,0.0,0.8407925134098512,11.045308492878338,10.50743139981251,Fair,-0.23191530858659856,0,0
2024-02-16,73,Houston,Accountant,29471,650.0,0,True,1,1.3809953216409616,False,74380.71737197865,46780.10647,0.0,0,2021-08-23,2023-11-02,0,False,False,False,False,False,0,3,399,0.0,0.0,0.6289194189488178,0,0,0.6299765487355306,2.192016428506246,650.0,0.0,0.0,0.8675186026312967,11.216965456375977,10.75323469248778,Fair,-0.14073766159834047,0,0
2023-06-26,47,Miami,Other,3646,712.0,0,False,1,1.8254291594067096,False,47690.72966283734,31969.06002074421,0.0,0,2016-07-17,2023-11-20,3,False,False,False,False,True,1,8,381,0.0,0.0,0.6703271247814556,0,0,0.11404420253306509,16.00144073503969,712.0,0.0,0.3333333333333333,1.0386602678947479,10.772513279513525,10.372555119460452,Good,0.5046075808980627,0,0
2023-11-10,60,Houston,Consultant,14391,772.0,0,False,1,1.1052420686826163,False,84374.30143023697,59282.18196,0.0,0,2015-05-03,2024-04-07,0,False,False,False,False,False,1,9,242,0.0,0.0,0.7026011279973392,0,0,0.24275012784755726,4.552609882260261,772.0,0.0,0.0,0.7444304575215643,11.343030000674961,10.990080935317545,Very Good,-0.5411483296838169,0,0
2020-11-21,65,Los Angeles,Teacher,2758,475.0,0,False,1,0.7214055034773296,False,77744.61232419367,64168.84849319619,4.0,2,2023-03-10,2024-03-22,3,False,False,True,False,False,4,1,258,2.0,1.0,0.8253693883793294,0,1,0.0429796869520804,16.77845612714559,475.0,0.0,1.5,0.5431411103219626,11.26119739531973,11.06928872971943,Low,-1.0985026087744059,0,1
2024-06-08,34,Atlanta,Banker,5105,341.0,109,True,6,2.724157950653586,True,36197.49099,14763.503802853287,3.0,1,2019-12-06,2023-10-26,4,False,True,False,False,False,0,5,406,0.42857142857142855,0.14285714285714285,0.4078485980791789,0,1,0.3457617044342149,7.876638516264636,3.1,29.2683611823904,0.6666666666666666,1.31484077276176,10.496772711585887,9.599981187304703,Low,1.8096170118663137,0,1
2024-07-17,43,Los Angeles,Lawyer,42858,546.0,111,False,5,2.3119418004528187,True,25119.8946051812,11099.728595805407,3.0,2,2017-08-20,2024-01-23,3,False,True,False,True,False,0,7,317,0.5,0.3333333333333333,0.441852440777172,0,2,3.8608276592037933,0.5987523393995191,4.875,33.5150816915997,0.375,1.1975346640415707,10.13145523321158,9.314766024408012,Low,1.2110538314622543,0,2
2022-09-29,53,Los Angeles,Teacher,52876,792.0,0,False,1,0.9792956237214784,False,82935.17124971644,52015.86104900247,0.0,0,2015-01-29,2024-07-28,0,False,False,False,False,False,2,9,130,0.0,0.0,0.6271794352838577,0,0,1.0165165473977404,0.9633471091285933,792.0,0.0,0.0,0.6827410358187554,11.32582656984258,10.859323195947944,Very Good,-0.7240303070634193,0,0
2024-08-12,18,Boston,Consultant,13593,773.0,0,False,1,1.3585390669532569,False,74579.77647828306,51813.94203066741,0.0,0,2020-03-18,2023-12-24,0,False,False,False,False,True,0,4,347,0.0,0.0,0.6947358887548581,0,0,0.26233745455036483,5.178112730727751,773.0,0.0,0.0,0.8580423879269161,11.219638065025933,10.855433842842578,Very Good,-0.17334552332158815,0,0
2024-07-29,25,Chicago,Teacher,19227,741.0,0,True,1,1.4021843269989422,False,26619.492891309736,21188.32173109152,0.0,0,2023-02-21,2023-12-16,3,False,False,True,True,False,0,1,355,0.0,0.0,0.7959402486498832,0,2,0.9073910077918084,1.5451389976465377,741.0,0.0,1.5,0.8763784596805946,10.189436607604499,9.961252641835067,Very Good,-0.10996992377318639,0,2
2024-09-02,66,Miami,Retail Worker,23923,773.0,12,False,1,1.4088329252383145,False,44542.80100612935,42870.6817475448,0.0,0,2022-08-16,2024-09-15,0,False,False,False,False,False,0,2,81,0.0,0.0,0.962438785626886,0,0,0.5580140322199989,2.524562279441329,59.46153846153846,4.981665550263432,0.0,0.8791423668225895,10.7042282763289,10.665966787829928,Very Good,-0.1003157505792219,0,0
2021-02-19,52,New York,Banker,6555,529.0,12,False,1,1.0244838496960524,False,83869.26647705697,70178.65259081061,1.0,0,2019-08-24,2024-07-08,2,False,False,False,True,True,3,5,150,0.5,0.0,0.836752469482236,0,1,0.09340314119563364,10.966579648065206,40.69230769230769,5.927436764586505,0.3333333333333333,0.7053147790297839,11.337026437236519,11.158813698865771,Low,-0.6584142261723994,1,1
2023-05-08,69,New York,Banker,5440,722.0,7,False,1,1.8789153770053888,False,43255.43253211797,25892.41896622341,0.0,0,2017-09-20,2024-05-23,0,True,False,False,True,False,1,7,196,0.0,0.0,0.5985796204298227,0,1,0.21009199314683746,8.941309344514453,90.25,2.4314712602915445,0.0,1.0574136180078417,10.674901230367265,10.16174412143208,Good,0.5822728555314228,0,1
2022-11-11,32,San Francisco,Banker,4901,346.0,105,True,1,3.032297900293041,True,3843.656574847985,1119.0125329413795,3.0,2,2023-02-26,2024-10-20,3,True,False,False,False,True,2,1,46,1.5,1.0,0.29105656413164144,0,0,4.375843890897348,0.6922030505997026,3.2641509433962264,26.039742746281046,1.5,1.3943364120410293,8.254439560615989,7.021095154352763,Low,2.2570551536662116,0,0
2020-11-08,64,New York,Consultant,54069,532.0,0,False,1,1.075166492009325,False,19065.57543161529,13026.841117123153,2.0,1,2024-06-02,2024-05-27,2,False,False,False,False,False,4,0,192,1.0,0.5,0.6832292020056556,0,0,4.15026553623949,0.25903501139005247,532.0,0.0,2.0,0.7300413875767643,9.855692103633189,9.474843970829216,Low,-0.5848199151306355,0,0
2021-01-28,73,Miami,Accountant,55039,705.0,0,False,1,1.0960936464751092,False,15713.655494628483,12164.124861232936,0.0,0,2020-10-28,2024-08-02,0,True,False,False,False,False,3,4,125,0.0,0.0,0.7740624581551168,0,0,4.5243267642401985,0.2422423687377787,705.0,0.0,0.0,0.7400754441225228,9.662349026918736,9.406328519138063,Good,-0.5544324008914528,0,0
2021-10-13,39,San Francisco,Banker,2499,630.0,0,False,1,2.0082933519805675,False,47439.69347889387,33734.684274454325,0.0,0,2020-02-12,2024-06-26,0,True,False,False,True,False,3,4,162,0.0,0.0,0.7110917189577493,0,1,0.07407586517793914,27.099656863820005,630.0,0.0,0.0,1.101372925262154,10.767235651585294,10.426311436669486,Fair,0.7701376253558527,0,1
2022-07-24,31,San Francisco,Other,2466,829.0,0,True,1,1.0965908024626372,False,67141.38762222536,52717.73526051487,0.0,0,2024-04-09,2024-01-12,0,False,False,False,False,False,2,0,328,0.0,0.0,0.7851632497362119,0,0,0.04677653945630554,23.43323210917749,829.0,0.0,0.0,0.7403125981444449,11.114570831746004,10.872726179141189,Excellent,-0.5537104998477729,0,0
2023-07-30,43,Atlanta,Consultant,16379,789.0,0,False,1,1.1235036998783707,False,95989.77906816248,67073.37575912762,0.0,0,2017-12-17,2024-06-16,0,False,False,False,False,False,1,6,172,0.0,0.0,0.6987481132067823,0,0,0.24419161288684987,4.60056079540367,789.0,0.0,0.0,0.7530674131187977,11.472007414463437,11.11355736864042,Very Good,-0.5146313190267308,0,0
2024-02-12,45,Chicago,Software Developer,3840,636.0,0,False,1,1.1867758799101382,False,86252.64731454843,64472.70541559873,0.0,0,2024-04-01,2024-06-28,0,False,False,False,False,False,0,0,160,0.0,0.0,0.7474780188770532,0,0,0.05955916408475807,19.920502915851163,636.0,0.0,0.0,0.7824282581215298,11.365047621704417,11.074012751689471,Fair,-0.42275622560191595,0,0
2021-06-28,40,Houston,Consultant,13297,688.0,0,False,1,1.105553931084678,False,18288.72127613871,10734.56441120924,0.0,0,2021-06-07,2024-07-04,0,False,False,False,False,False,3,3,154,0.0,0.0,0.5869178785799135,0,0,1.2385934721900889,0.8924379518193757,688.0,0.0,0.0,0.7445785826754066,9.814094502129304,9.281317285661956,Good,-0.5406954863123584,0,0
2024-06-07,31,Dallas,Banker,4485,486.0,108,False,6,1.5892395595099222,False,34033.340200016144,16683.800978262454,4.0,1,2015-03-03,2023-11-20,3,True,False,True,False,True,0,9,381,0.5714285714285714,0.14285714285714285,0.49020491892052426,1,1,0.26880752163859883,5.91051192992533,4.458715596330276,41.711088339945526,0.3,0.9513642262338331,10.435125299768364,9.722253462931082,Low,0.1616457682089484,0,1
2023-11-24,41,Atlanta,Doctor,50599,670.0,0,False,1,0.8950072917214762,False,28485.55716372061,16532.853284940906,0.0,0,2016-08-09,2024-03-16,3,False,False,False,False,True,1,8,264,0.0,0.0,0.5803738651154559,0,0,3.0603271438295483,0.292431309149871,670.0,0.0,0.3333333333333333,0.6392226864011166,10.257187576515518,9.71316527223635,Good,-0.8464221445697914,0,0
2023-02-26,19,Seattle,Banker,9020,636.0,13,False,1,1.0830331919788252,False,57755.36406036788,56415.11017146144,0.0,0,2021-08-18,2024-09-24,0,False,False,False,True,False,1,3,72,0.0,0.0,0.9767773835710202,0,1,0.15988340870340334,6.773022596700473,45.42857142857143,6.240899112918288,0.0,0.733825096851267,10.963988822491977,10.940510038036399,Fair,-0.5733969833732668,0,1
2021-02-26,62,Chicago,Banker,4537,405.0,103,True,5,1.304788873421849,True,30021.541402912884,12199.05443171817,4.0,2,2024-08-02,2024-02-22,3,False,True,True,False,True,3,0,287,0.6666666666666666,0.3333333333333333,0.40632983956963015,0,2,0.37188358669978827,3.5075342637226457,3.894230769230769,44.689559719662775,3.0,0.8349890772087786,10.309703758596687,9.40919569232764,Low,-0.2513941072303546,0,2
2021-08-29,43,Chicago,Banker,9272,508.0,0,True,1,0.7599551003370557,False,56091.68044271877,35127.22861982616,1.0,0,2020-07-16,2023-12-15,1,False,False,True,False,True,3,4,356,0.5,0.0,0.6262355149117486,0,1,0.26394726874348967,2.8788004475728117,508.0,0.0,0.2,0.5652882975525175,10.934760609606572,10.466760320414014,Low,-1.0425262252959473,0,1
2023-05-12,31,Chicago,Artist,9383,571.0,1,False,1,1.065580121188105,False,91616.80574212328,72997.64801911103,2.0,0,2022-12-31,2024-03-04,4,False,False,True,False,True,1,1,276,1.0,0.0,0.7967626754189855,0,1,0.12853662711045735,8.289092351092389,285.5,0.4841254956621136,2.0,0.725411117316888,11.425380917602784,11.198196199672875,Low,-0.5987399146369318,0,1
2020-02-24,73,Los Angeles,Banker,3263,737.0,0,False,1,1.6199008131953032,False,30976.17544,21041.581985986537,0.0,0,2017-08-22,2024-02-05,0,False,False,False,False,False,4,7,304,0.0,0.0,0.6792608327619214,0,0,0.15506652188277176,10.442792821695845,737.0,0.0,0.0,0.9631364594973454,10.341005936153863,9.954303377287552,Good,0.206167792666648,0,0
2023-02-15,68,Seattle,Accountant,41402,582.0,108,True,2,2.994463791793396,False,15765.35302522827,5113.890463341661,3.0,2,2018-07-25,2024-05-05,1,False,False,True,False,False,1,6,214,1.0,0.6666666666666666,0.3243546846349789,0,1,8.09440598908764,0.36986111701263574,5.339449541284404,27.037421198280835,0.14285714285714285,1.384909350383517,9.6656333929224,8.539911263364964,Fair,2.2021177032527084,0,1
2023-04-05,24,Atlanta,Banker,2238,709.0,0,True,1,1.06173567416562,False,64444.20241079983,46354.48432143375,0.0,0,2018-05-25,2024-07-20,0,True,False,False,True,False,1,6,138,0.0,0.0,0.7192852623218016,0,1,0.048279077066296514,21.98133526646589,709.0,0.0,0.0,0.7235481883214085,11.07357056666411,10.744094888081287,Good,-0.6043222879513999,0,1
2021-02-28,20,Seattle,Doctor,90853,725.0,0,True,1,0.9697869066822123,True,70676.35704,50316.22443,0.0,0,2022-03-30,2024-05-20,0,True,False,False,False,False,3,2,199,0.0,0.0,0.7119143462243986,0,0,1.8056043636984052,0.5370816435808843,725.0,0.0,0.0,0.677925367702341,11.165880532412471,10.826102731466715,Good,-0.7378375485065635,0,0
2022-06-15,64,Houston,Other,8553,715.0,0,False,1,1.438689836424824,False,61693.86322461358,57153.82729855496,0.0,0,2022-08-22,2023-11-02,0,True,False,False,False,False,2,2,399,0.0,0.0,0.9263952347292514,0,0,0.14964615246446986,9.612652612486634,715.0,0.0,0.0,0.8914609428096991,11.02995595236954,10.953519132822123,Good,-0.05696168085600857,0,0
2024-06-11,40,Boston,Doctor,44129,675.0,0,False,1,0.7528574882353908,False,72885.46647791262,30352.353060193185,0.0,0,2014-11-20,2024-06-13,0,False,False,False,False,False,0,10,175,0.0,0.0,0.41643331782850396,0,0,1.4538426747281785,0.5178109287770409,675.0,0.0,0.0,0.5612473067047925,11.196658255740804,10.32066227012798,Good,-1.0528323942094597,0,0
2024-03-08,63,Seattle,Teacher,19929,582.0,0,False,1,1.4128267868876443,False,17420.17986900727,9645.400869014307,1.0,0,2019-07-14,2024-03-17,1,False,False,False,False,False,0,5,263,0.5,0.0,0.5536594502519159,0,0,2.0659518789038667,0.6837571860518202,582.0,0.0,0.16666666666666666,0.8807990007624313,9.765441978825116,9.17434015782204,Fair,-0.0945164180451804,0,0
2019-11-06,60,Chicago,Accountant,19350,543.0,94,True,10,2.822998646125668,True,18447.661053751763,9303.902046098385,0.0,2,2019-11-30,2024-03-18,2,True,False,False,True,False,5,5,262,0.0,0.18181818181818182,0.5043131324810329,1,1,2.079549027398263,1.3572891778110472,5.71578947368421,24.588028587261515,0.3333333333333333,1.3410351005749686,9.822747075222855,9.138296642003036,Low,1.9531397753638235,0,1
2021-03-31,64,Houston,Banker,6197,336.0,96,True,3,2.4549821017519835,False,8748.465389,2868.282429876471,4.0,1,2023-02-07,2024-07-25,4,True,True,False,False,True,3,1,133,1.0,0.25,0.32782373577733465,0,1,2.1597734456091153,1.1361055224453733,3.463917525773196,27.78596159769379,2.0,1.239817276816051,9.076747879085078,7.961817253059062,Low,1.4187571386468054,0,1
2023-05-12,62,Boston,Accountant,33962,358.0,52,False,4,2.2310308115127326,False,14034.421034299494,30352.353060193185,4.0,2,2017-06-13,2024-08-01,4,False,False,True,False,False,1,7,126,0.8,0.4,2.1625537977107125,0,1,1.1188879176758684,1.993847271419008,6.754716981132075,16.09393504225179,0.5,1.1728012230125318,9.549339487227357,10.32066227012798,Low,1.0935661036135809,0,1
